Timestamp,Ref_Speed_100m,Ref_Dir_100m,Ref_Temp_2m,Ref_Pressure_hPa
2019-01-26T15:00:00Z,8.91,283.1,28.84,865.33
2019-01-26T16:00:00Z,11.95,278.3,28.83,865.49
2019-01-26T17:00:00Z,11.65,283.6,28.77,864.38
2019-01-26T18:00:00Z,11.02,293.2,27.07,864.31
2019-01-26T19:00:00Z,8.71,302.7,27.21,863.71
2019-01-26T20:00:00Z,11.15,308.3,24.8,863.23
2019-01-26T21:00:00Z,7.8,310.1,23.9,862.87
2019-01-26T22:00:00Z,9.26,304.1,22.89,861.83
2019-01-26T23:00:00Z,8.7,326.5,23.56,862.58
2019-01-27T00:00:00Z,12.05,330.8,22.95,862.0
2019-01-27T01:00:00Z,12.6,341.1,23.0,861.77
2019-01-27T02:00:00Z,9.8,340.0,23.81,862.67
2019-01-27T03:00:00Z,10.28,332.9,24.24,862.96
2019-01-27T04:00:00Z,7.87,320.1,25.4,863.39
2019-01-27T05:00:00Z,10.79,325.6,25.59,863.76
2019-01-27T06:00:00Z,6.83,326.0,27.45,863.92
2019-01-27T07:00:00Z,6.9,342.9,29.51,865.48
2019-01-27T08:00:00Z,8.86,331.5,29.12,865.02
2019-01-27T09:00:00Z,11.94,332.5,30.85,865.62
2019-01-27T10:00:00Z,7.07,334.2,28.84,865.36
2019-01-27T11:00:00Z,13.54,341.6,31.21,866.03
2019-01-27T12:00:00Z,8.98,359.6,31.26,866.12
2019-01-27T13:00:00Z,9.12,3.7,30.12,865.81
2019-01-27T14:00:00Z,8.91,8.1,30.65,865.61
2019-01-27T15:00:00Z,10.92,7.2,30.27,865.97
2019-01-27T16:00:00Z,9.19,0.6,29.34,865.44
2019-01-27T17:00:00Z,6.65,348.7,27.94,864.78
2019-01-27T18:00:00Z,9.06,352.6,27.48,864.19
2019-01-27T19:00:00Z,9.97,355.2,25.05,863.42
2019-01-27T20:00:00Z,10.53,13.1,25.17,863.38
2019-01-27T21:00:00Z,8.25,8.7,23.68,862.72
2019-01-27T22:00:00Z,9.5,353.9,23.82,862.29
2019-01-27T23:00:00Z,9.0,350.4,23.63,863.02
2019-01-28T00:00:00Z,9.49,0.2,22.5,862.5
2019-01-28T01:00:00Z,10.48,357.0,23.6,862.64
2019-01-28T02:00:00Z,12.75,1.6,23.52,863.06
2019-01-28T03:00:00Z,9.66,349.5,24.91,862.97
2019-01-28T04:00:00Z,11.59,348.6,25.09,863.66
2019-01-28T05:00:00Z,8.35,346.4,26.08,863.75
2019-01-28T06:00:00Z,11.84,353.3,27.18,864.27
2019-01-28T07:00:00Z,9.14,356.7,28.14,864.09
2019-01-28T08:00:00Z,10.77,3.5,29.38,865.71
2019-01-28T09:00:00Z,12.57,1.4,30.28,866.04
2019-01-28T10:00:00Z,11.71,4.8,30.62,866.02
2019-01-28T11:00:00Z,10.16,11.3,31.73,866.39
2019-01-28T12:00:00Z,11.8,14.3,31.08,866.04
2019-01-28T13:00:00Z,10.35,15.3,30.84,866.03
2019-01-28T14:00:00Z,10.79,4.8,30.53,866.1
2019-01-28T15:00:00Z,9.44,9.0,29.71,865.4
2019-01-28T16:00:00Z,8.39,12.8,29.21,865.42
2019-01-28T17:00:00Z,8.29,22.1,27.99,865.02
2019-01-28T18:00:00Z,10.61,26.0,26.61,863.96
2019-01-28T19:00:00Z,8.57,34.8,26.29,863.8
2019-01-28T20:00:00Z,9.47,35.1,25.31,863.69
2019-01-28T21:00:00Z,9.0,43.8,23.88,862.45
2019-01-28T22:00:00Z,3.33,46.4,23.55,862.69
2019-01-28T23:00:00Z,6.97,33.8,23.08,861.76
2019-01-29T00:00:00Z,9.22,28.3,23.03,862.54
2019-01-29T01:00:00Z,12.59,25.0,22.6,862.25
2019-01-29T02:00:00Z,9.73,29.5,23.68,862.81
2019-01-29T03:00:00Z,8.23,35.8,24.22,863.38
2019-01-29T04:00:00Z,11.19,46.6,24.76,863.35
2019-01-29T05:00:00Z,10.71,47.5,25.61,863.5
2019-01-29T06:00:00Z,13.41,66.3,27.39,864.17
2019-01-29T07:00:00Z,11.04,72.8,27.89,864.31
2019-01-29T08:00:00Z,12.81,72.3,29.67,865.61
2019-01-29T09:00:00Z,11.46,88.2,28.94,865.11
2019-01-29T10:00:00Z,8.88,104.0,30.21,865.66
2019-01-29T11:00:00Z,8.71,114.2,30.66,865.41
2019-01-29T12:00:00Z,8.76,114.1,31.62,865.8
2019-01-29T13:00:00Z,11.44,97.3,30.6,865.89
2019-01-29T14:00:00Z,7.65,106.8,30.86,865.92
2019-01-29T15:00:00Z,10.11,107.0,29.58,865.17
2019-01-29T16:00:00Z,9.31,114.5,29.54,865.76
2019-01-29T17:00:00Z,9.63,107.2,27.64,864.58
2019-01-29T18:00:00Z,7.3,101.1,26.28,864.46
2019-01-29T19:00:00Z,10.86,100.3,25.75,863.29
2019-01-29T20:00:00Z,6.98,105.0,25.1,863.23
2019-01-29T21:00:00Z,7.22,107.7,23.73,862.79
2019-01-29T22:00:00Z,13.24,107.7,23.79,862.55
2019-01-29T23:00:00Z,11.04,104.2,22.94,862.53
2019-01-30T00:00:00Z,11.08,113.8,23.66,862.41
2019-01-30T01:00:00Z,10.61,114.0,22.95,862.0
2019-01-30T02:00:00Z,8.65,108.7,23.6,863.18
2019-01-30T03:00:00Z,10.0,117.7,24.7,863.07
2019-01-30T04:00:00Z,10.84,110.3,25.54,863.89
2019-01-30T05:00:00Z,11.82,105.8,26.83,864.26
2019-01-30T06:00:00Z,8.83,101.4,27.51,864.68
2019-01-30T07:00:00Z,10.3,107.6,27.88,864.21
2019-01-30T08:00:00Z,11.76,96.2,29.41,865.0
2019-01-30T09:00:00Z,9.8,98.6,30.09,865.24
2019-01-30T10:00:00Z,7.17,98.2,29.99,865.64
2019-01-30T11:00:00Z,8.93,103.7,30.79,865.85
2019-01-30T12:00:00Z,8.67,111.6,31.41,866.03
2019-01-30T13:00:00Z,10.82,120.6,30.97,865.83
2019-01-30T14:00:00Z,10.93,114.9,30.51,865.05
2019-01-30T15:00:00Z,9.45,113.3,30.06,865.52
2019-01-30T16:00:00Z,10.21,112.0,29.23,865.63
2019-01-30T17:00:00Z,6.87,119.0,28.0,865.05
2019-01-30T18:00:00Z,9.69,109.3,26.29,864.08
2019-01-30T19:00:00Z,7.51,116.1,26.32,863.66
2019-01-30T20:00:00Z,6.04,112.8,26.05,863.45
2019-01-30T21:00:00Z,11.89,98.2,24.69,862.83
2019-01-30T22:00:00Z,10.38,108.4,23.33,862.3
2019-01-30T23:00:00Z,12.72,103.9,22.87,862.59
2019-01-31T00:00:00Z,9.68,110.7,21.86,861.29
2019-01-31T01:00:00Z,8.18,107.5,23.29,862.91
2019-01-31T02:00:00Z,9.15,94.9,23.17,861.78
2019-01-31T03:00:00Z,10.42,80.2,24.32,863.09
2019-01-31T04:00:00Z,12.34,77.6,25.07,863.13
2019-01-31T05:00:00Z,12.13,80.9,26.0,863.86
2019-01-31T06:00:00Z,11.65,81.6,27.56,863.96
2019-01-31T07:00:00Z,9.4,86.8,27.08,863.89
2019-01-31T08:00:00Z,11.38,85.3,29.13,865.51
2019-01-31T09:00:00Z,8.94,90.5,29.14,864.84
2019-01-31T10:00:00Z,6.21,89.0,30.22,866.01
2019-01-31T11:00:00Z,9.97,77.7,30.51,865.59
2019-01-31T12:00:00Z,11.97,72.9,30.09,865.27
2019-01-31T13:00:00Z,11.1,65.2,31.66,866.98
2019-01-31T14:00:00Z,10.9,62.2,31.46,866.43
2019-01-31T15:00:00Z,9.68,38.4,30.56,865.75
2019-01-31T16:00:00Z,14.56,26.4,28.9,864.85
2019-01-31T17:00:00Z,10.81,41.9,28.46,864.35
2019-01-31T18:00:00Z,11.37,41.6,26.16,863.61
2019-01-31T19:00:00Z,11.99,54.8,26.55,863.81
2019-01-31T20:00:00Z,11.43,45.3,25.04,863.04
2019-01-31T21:00:00Z,8.52,55.0,23.97,862.27
2019-01-31T22:00:00Z,9.46,43.4,23.68,862.43
2019-01-31T23:00:00Z,8.13,47.4,22.75,862.58
2019-02-01T00:00:00Z,12.95,51.4,21.16,861.34
2019-02-01T01:00:00Z,12.89,58.2,21.15,861.73
2019-02-01T02:00:00Z,10.51,56.6,22.3,861.71
2019-02-01T03:00:00Z,7.28,60.9,21.58,861.51
2019-02-01T04:00:00Z,10.92,80.0,23.25,862.24
2019-02-01T05:00:00Z,12.32,83.3,23.29,862.25
2019-02-01T06:00:00Z,13.23,83.2,25.31,863.36
2019-02-01T07:00:00Z,11.54,92.3,26.8,863.92
2019-02-01T08:00:00Z,11.88,101.7,27.56,864.74
2019-02-01T09:00:00Z,10.53,117.4,28.4,864.36
2019-02-01T10:00:00Z,8.25,113.1,29.1,864.96
2019-02-01T11:00:00Z,10.67,113.9,29.74,865.23
2019-02-01T12:00:00Z,10.38,120.4,28.9,864.95
2019-02-01T13:00:00Z,10.77,112.8,29.31,865.39
2019-02-01T14:00:00Z,10.34,104.5,28.36,864.62
2019-02-01T15:00:00Z,9.81,97.5,27.45,864.11
2019-02-01T16:00:00Z,10.17,98.3,27.35,864.6
2019-02-01T17:00:00Z,11.95,106.7,26.79,864.05
2019-02-01T18:00:00Z,10.06,94.3,25.78,863.22
2019-02-01T19:00:00Z,9.55,87.1,23.35,862.94
2019-02-01T20:00:00Z,6.93,85.6,23.49,863.14
2019-02-01T21:00:00Z,11.39,95.4,22.6,862.4
2019-02-01T22:00:00Z,10.64,97.7,22.29,861.77
2019-02-01T23:00:00Z,8.09,93.7,21.84,862.21
2019-02-02T00:00:00Z,9.73,85.4,20.15,861.16
2019-02-02T01:00:00Z,7.96,101.4,22.16,860.96
2019-02-02T02:00:00Z,11.24,84.3,22.53,862.21
2019-02-02T03:00:00Z,7.97,83.1,23.06,862.85
2019-02-02T04:00:00Z,6.33,77.5,23.37,862.28
2019-02-02T05:00:00Z,8.42,96.7,24.51,863.03
2019-02-02T06:00:00Z,11.49,102.1,24.65,863.46
2019-02-02T07:00:00Z,7.59,92.8,26.88,864.36
2019-02-02T08:00:00Z,10.94,82.9,27.83,864.83
2019-02-02T09:00:00Z,14.53,69.8,27.93,864.7
2019-02-02T10:00:00Z,7.59,82.8,28.96,864.9
2019-02-02T11:00:00Z,10.85,77.0,28.73,864.85
2019-02-02T12:00:00Z,10.08,67.8,28.4,864.82
2019-02-02T13:00:00Z,9.87,70.3,29.11,864.99
2019-02-02T14:00:00Z,7.92,76.9,28.73,864.68
2019-02-02T15:00:00Z,6.94,99.0,27.81,864.12
2019-02-02T16:00:00Z,12.07,117.7,26.95,863.85
2019-02-02T17:00:00Z,5.24,113.9,26.62,863.84
2019-02-02T18:00:00Z,8.76,119.7,25.45,863.57
2019-02-02T19:00:00Z,9.41,129.5,23.97,862.59
2019-02-02T20:00:00Z,7.86,136.8,24.02,862.84
2019-02-02T21:00:00Z,4.65,134.0,21.7,862.1
2019-02-02T22:00:00Z,9.56,110.2,21.52,861.29
2019-02-02T23:00:00Z,8.01,100.7,22.06,861.76
2019-02-03T00:00:00Z,7.9,104.4,21.83,861.54
2019-02-03T01:00:00Z,7.81,100.0,22.27,862.05
2019-02-03T02:00:00Z,9.43,93.0,22.03,861.82
2019-02-03T03:00:00Z,8.68,100.2,22.91,862.16
2019-02-03T04:00:00Z,8.48,100.9,23.53,862.37
2019-02-03T05:00:00Z,9.77,99.9,24.17,862.51
2019-02-03T06:00:00Z,9.08,110.4,25.46,863.36
2019-02-03T07:00:00Z,8.56,112.7,25.98,863.63
2019-02-03T08:00:00Z,7.14,112.0,26.75,864.01
2019-02-03T09:00:00Z,10.1,119.7,28.75,865.07
2019-02-03T10:00:00Z,10.54,115.3,29.1,865.08
2019-02-03T11:00:00Z,8.95,108.9,29.7,865.34
2019-02-03T12:00:00Z,9.28,118.5,28.78,865.74
2019-02-03T13:00:00Z,10.04,113.7,28.97,864.9
2019-02-03T14:00:00Z,9.59,114.6,28.92,864.95
2019-02-03T15:00:00Z,9.02,109.2,27.36,864.56
2019-02-03T16:00:00Z,8.71,102.3,26.85,864.12
2019-02-03T17:00:00Z,7.26,95.6,26.97,864.9
2019-02-03T18:00:00Z,7.32,93.1,26.09,864.01
2019-02-03T19:00:00Z,8.51,96.1,24.32,862.49
2019-02-03T20:00:00Z,8.86,93.7,24.15,863.34
2019-02-03T21:00:00Z,13.11,88.9,21.82,861.73
2019-02-03T22:00:00Z,9.64,93.1,21.8,861.35
2019-02-03T23:00:00Z,9.62,105.9,21.47,861.86
2019-02-04T00:00:00Z,11.91,108.6,21.68,860.98
2019-02-04T01:00:00Z,10.26,101.1,21.09,861.14
2019-02-04T02:00:00Z,5.35,95.3,22.05,862.05
2019-02-04T03:00:00Z,11.15,88.1,22.71,862.51
2019-02-04T04:00:00Z,10.72,89.7,23.32,862.47
2019-02-04T05:00:00Z,9.06,97.9,24.36,862.53
2019-02-04T06:00:00Z,9.26,93.5,24.81,862.96
2019-02-04T07:00:00Z,11.11,97.7,25.98,863.97
2019-02-04T08:00:00Z,10.87,104.5,27.32,863.93
2019-02-04T09:00:00Z,8.79,87.9,28.79,864.86
2019-02-04T10:00:00Z,13.18,84.5,28.79,865.29
2019-02-04T11:00:00Z,11.35,78.2,28.94,864.77
2019-02-04T12:00:00Z,9.78,65.7,29.2,865.22
2019-02-04T13:00:00Z,12.15,63.7,29.38,865.23
2019-02-04T14:00:00Z,12.97,62.0,28.39,864.7
2019-02-04T15:00:00Z,7.55,60.7,27.82,864.56
2019-02-04T16:00:00Z,11.4,61.8,27.15,863.78
2019-02-04T17:00:00Z,9.04,55.7,26.24,863.59
2019-02-04T18:00:00Z,6.15,45.3,24.76,863.29
2019-02-04T19:00:00Z,9.52,51.0,24.86,862.75
2019-02-04T20:00:00Z,11.52,68.7,23.33,861.93
2019-02-04T21:00:00Z,9.97,72.8,23.09,862.17
2019-02-04T22:00:00Z,9.47,83.6,21.12,861.56
2019-02-04T23:00:00Z,9.2,82.6,22.01,861.15
2019-02-05T00:00:00Z,10.05,66.0,21.33,861.47
2019-02-05T01:00:00Z,7.84,66.4,21.22,861.34
2019-02-05T02:00:00Z,5.83,67.2,22.02,861.86
2019-02-05T03:00:00Z,6.09,62.6,22.18,862.16
2019-02-05T04:00:00Z,7.28,65.2,23.65,862.41
2019-02-05T05:00:00Z,6.18,55.8,23.66,862.27
2019-02-05T06:00:00Z,10.44,50.5,24.89,863.44
2019-02-05T07:00:00Z,9.0,34.7,26.49,863.48
2019-02-05T08:00:00Z,10.17,41.9,27.19,864.46
2019-02-05T09:00:00Z,9.22,48.2,28.14,864.64
2019-02-05T10:00:00Z,11.19,46.1,29.23,864.96
2019-02-05T11:00:00Z,9.62,42.9,29.53,865.43
2019-02-05T12:00:00Z,11.63,54.2,28.57,864.61
2019-02-05T13:00:00Z,6.59,46.1,29.57,865.1
2019-02-05T14:00:00Z,9.15,53.1,29.05,865.11
2019-02-05T15:00:00Z,8.99,47.8,29.11,866.06
2019-02-05T16:00:00Z,9.33,38.9,26.48,863.96
2019-02-05T17:00:00Z,10.4,41.1,25.95,863.89
2019-02-05T18:00:00Z,9.67,48.7,26.05,863.19
2019-02-05T19:00:00Z,8.06,29.3,24.0,862.87
2019-02-05T20:00:00Z,8.81,22.9,24.65,862.53
2019-02-05T21:00:00Z,8.38,17.7,22.22,862.09
2019-02-05T22:00:00Z,8.42,11.9,20.7,861.28
2019-02-05T23:00:00Z,10.19,26.3,21.2,861.54
2019-02-06T00:00:00Z,11.46,36.7,22.36,861.56
2019-02-06T01:00:00Z,9.36,37.5,22.24,861.97
2019-02-06T02:00:00Z,8.41,52.6,20.7,861.06
2019-02-06T03:00:00Z,12.61,55.4,22.82,862.26
2019-02-06T04:00:00Z,11.42,65.2,22.92,862.46
2019-02-06T05:00:00Z,11.48,65.5,24.2,862.66
2019-02-06T06:00:00Z,9.09,63.5,25.76,863.88
2019-02-06T07:00:00Z,11.95,57.6,26.82,864.02
2019-02-06T08:00:00Z,11.8,60.6,27.09,864.41
2019-02-06T09:00:00Z,8.66,42.7,27.38,864.45
2019-02-06T10:00:00Z,11.95,38.4,28.73,865.03
2019-02-06T11:00:00Z,8.34,39.7,29.23,865.21
2019-02-06T12:00:00Z,7.86,40.0,29.55,865.32
2019-02-06T13:00:00Z,10.51,34.8,29.46,865.85
2019-02-06T14:00:00Z,10.02,33.9,29.05,865.56
2019-02-06T15:00:00Z,9.62,38.7,28.09,864.75
2019-02-06T16:00:00Z,9.45,40.7,27.7,864.52
2019-02-06T17:00:00Z,12.82,52.9,26.57,863.99
2019-02-06T18:00:00Z,7.18,38.4,25.28,863.64
2019-02-06T19:00:00Z,7.98,44.8,24.75,862.94
2019-02-06T20:00:00Z,10.5,40.6,24.61,862.14
2019-02-06T21:00:00Z,9.35,34.4,22.82,862.16
2019-02-06T22:00:00Z,8.78,42.6,22.14,861.66
2019-02-06T23:00:00Z,11.74,24.8,20.66,861.62
2019-02-07T00:00:00Z,10.84,33.5,21.28,860.76
2019-02-07T01:00:00Z,11.68,26.0,20.85,862.04
2019-02-07T02:00:00Z,9.2,25.6,22.7,861.83
2019-02-07T03:00:00Z,9.66,31.5,23.29,862.08
2019-02-07T04:00:00Z,8.46,20.7,23.95,862.79
2019-02-07T05:00:00Z,8.26,20.7,24.4,863.1
2019-02-07T06:00:00Z,10.42,23.5,26.31,863.3
2019-02-07T07:00:00Z,11.5,29.7,27.38,863.94
2019-02-07T08:00:00Z,10.46,22.7,27.21,864.6
2019-02-07T09:00:00Z,10.88,9.1,28.25,864.5
2019-02-07T10:00:00Z,12.18,12.9,28.75,864.95
2019-02-07T11:00:00Z,11.68,17.4,29.29,865.6
2019-02-07T12:00:00Z,10.42,16.4,29.65,865.1
2019-02-07T13:00:00Z,9.14,21.7,28.45,865.27
2019-02-07T14:00:00Z,8.48,29.9,28.87,864.9
2019-02-07T15:00:00Z,6.56,29.5,28.46,864.42
2019-02-07T16:00:00Z,9.27,35.9,27.05,864.08
2019-02-07T17:00:00Z,10.96,24.9,26.28,864.22
2019-02-07T18:00:00Z,8.59,21.2,26.16,863.45
2019-02-07T19:00:00Z,11.08,31.1,25.02,863.09
2019-02-07T20:00:00Z,6.66,40.1,23.01,862.16
2019-02-07T21:00:00Z,12.66,19.6,22.18,861.72
2019-02-07T22:00:00Z,8.91,15.8,21.21,861.53
2019-02-07T23:00:00Z,7.27,12.1,22.22,861.81
2019-02-08T00:00:00Z,10.66,27.9,21.67,861.32
2019-02-08T01:00:00Z,9.11,35.1,20.9,861.2
2019-02-08T02:00:00Z,9.73,34.7,22.16,861.86
2019-02-08T03:00:00Z,12.51,28.3,22.33,862.48
2019-02-08T04:00:00Z,8.86,42.2,22.59,862.22
2019-02-08T05:00:00Z,9.4,49.8,25.12,862.43
2019-02-08T06:00:00Z,8.22,47.5,25.15,863.72
2019-02-08T07:00:00Z,10.4,47.8,26.35,863.96
2019-02-08T08:00:00Z,10.77,56.5,26.71,864.3
2019-02-08T09:00:00Z,10.74,58.6,28.24,864.87
2019-02-08T10:00:00Z,11.27,53.2,28.98,865.23
2019-02-08T11:00:00Z,11.96,47.4,28.82,864.89
2019-02-08T12:00:00Z,10.6,55.8,29.85,865.64
2019-02-08T13:00:00Z,10.9,42.5,28.82,865.21
2019-02-08T14:00:00Z,12.3,40.5,28.4,864.86
2019-02-08T15:00:00Z,8.31,38.0,28.21,865.15
2019-02-08T16:00:00Z,10.53,31.1,27.95,864.8
2019-02-08T17:00:00Z,8.11,38.4,26.48,863.94
2019-02-08T18:00:00Z,10.23,42.8,24.34,862.73
2019-02-08T19:00:00Z,10.59,32.3,25.33,863.27
2019-02-08T20:00:00Z,9.76,24.2,24.09,862.16
2019-02-08T21:00:00Z,8.12,24.8,22.46,862.08
2019-02-08T22:00:00Z,10.83,27.7,22.22,861.75
2019-02-08T23:00:00Z,10.0,36.7,22.8,861.95
2019-02-09T00:00:00Z,9.27,29.8,21.52,861.4
2019-02-09T01:00:00Z,9.69,19.6,21.51,861.42
2019-02-09T02:00:00Z,9.58,16.3,21.97,861.81
2019-02-09T03:00:00Z,9.14,14.1,21.43,862.21
2019-02-09T04:00:00Z,8.21,10.3,23.81,862.4
2019-02-09T05:00:00Z,9.94,12.9,24.43,862.98
2019-02-09T06:00:00Z,10.25,5.2,25.42,863.31
2019-02-09T07:00:00Z,8.67,358.1,25.86,864.02
2019-02-09T08:00:00Z,8.71,358.5,27.32,864.44
2019-02-09T09:00:00Z,8.99,356.6,27.45,864.37
2019-02-09T10:00:00Z,7.2,1.7,28.49,864.59
2019-02-09T11:00:00Z,13.2,12.9,29.47,865.17
2019-02-09T12:00:00Z,10.87,16.6,30.71,865.39
2019-02-09T13:00:00Z,9.98,18.1,29.42,865.39
2019-02-09T14:00:00Z,11.61,20.8,29.53,865.12
2019-02-09T15:00:00Z,8.68,24.6,28.43,864.48
2019-02-09T16:00:00Z,9.83,41.4,26.99,864.03
2019-02-09T17:00:00Z,9.36,42.6,26.92,864.14
2019-02-09T18:00:00Z,8.5,46.3,26.33,863.78
2019-02-09T19:00:00Z,7.54,35.8,25.1,862.99
2019-02-09T20:00:00Z,5.63,34.9,22.95,862.2
2019-02-09T21:00:00Z,10.82,43.8,21.9,862.07
2019-02-09T22:00:00Z,6.96,55.4,22.46,862.53
2019-02-09T23:00:00Z,7.5,50.8,21.48,861.54
2019-02-10T00:00:00Z,10.34,50.7,21.63,861.69
2019-02-10T01:00:00Z,9.74,48.5,21.38,861.31
2019-02-10T02:00:00Z,11.0,40.0,22.6,862.29
2019-02-10T03:00:00Z,9.79,36.4,22.16,862.19
2019-02-10T04:00:00Z,10.41,30.8,23.59,862.57
2019-02-10T05:00:00Z,7.96,23.0,24.12,862.72
2019-02-10T06:00:00Z,9.37,27.9,25.41,863.21
2019-02-10T07:00:00Z,10.86,30.8,25.51,863.04
2019-02-10T08:00:00Z,9.88,34.1,26.72,864.46
2019-02-10T09:00:00Z,11.53,35.5,27.95,863.9
2019-02-10T10:00:00Z,8.04,37.8,28.75,864.95
2019-02-10T11:00:00Z,8.24,27.4,29.81,865.67
2019-02-10T12:00:00Z,11.78,43.4,30.04,865.27
2019-02-10T13:00:00Z,8.96,52.7,29.25,864.97
2019-02-10T14:00:00Z,11.2,58.1,29.92,865.47
2019-02-10T15:00:00Z,12.39,71.0,28.62,865.41
2019-02-10T16:00:00Z,11.2,65.5,27.44,863.78
2019-02-10T17:00:00Z,11.41,58.9,26.46,863.64
2019-02-10T18:00:00Z,12.03,54.8,25.69,863.51
2019-02-10T19:00:00Z,11.74,64.4,24.47,862.89
2019-02-10T20:00:00Z,9.35,66.7,24.26,862.99
2019-02-10T21:00:00Z,8.56,57.1,22.34,861.77
2019-02-10T22:00:00Z,8.29,41.9,22.25,861.84
2019-02-10T23:00:00Z,10.37,28.6,21.16,861.61
2019-02-11T00:00:00Z,9.37,26.0,21.44,861.12
2019-02-11T01:00:00Z,9.78,34.6,21.1,861.29
2019-02-11T02:00:00Z,8.65,36.2,21.83,861.95
2019-02-11T03:00:00Z,9.06,28.8,22.63,861.96
2019-02-11T04:00:00Z,4.17,25.2,24.54,863.2
2019-02-11T05:00:00Z,10.52,22.3,23.97,862.43
2019-02-11T06:00:00Z,12.86,24.4,25.43,863.39
2019-02-11T07:00:00Z,11.44,9.7,26.31,863.59
2019-02-11T08:00:00Z,11.51,1.9,27.0,864.51
2019-02-11T09:00:00Z,7.16,351.1,28.65,864.97
2019-02-11T10:00:00Z,8.12,346.9,29.03,865.26
2019-02-11T11:00:00Z,7.27,331.1,28.81,864.79
2019-02-11T12:00:00Z,7.14,325.6,30.12,865.85
2019-02-11T13:00:00Z,12.0,318.9,29.68,865.44
2019-02-11T14:00:00Z,9.32,307.6,28.25,864.66
2019-02-11T15:00:00Z,7.09,296.7,28.08,863.92
2019-02-11T16:00:00Z,8.11,291.8,27.36,864.62
2019-02-11T17:00:00Z,8.01,281.2,26.15,863.94
2019-02-11T18:00:00Z,9.54,283.6,25.94,863.76
2019-02-11T19:00:00Z,8.39,277.1,24.0,862.54
2019-02-11T20:00:00Z,9.71,273.2,23.24,862.74
2019-02-11T21:00:00Z,7.37,276.9,23.01,862.37
2019-02-11T22:00:00Z,9.33,291.3,21.6,861.72
2019-02-11T23:00:00Z,10.02,274.9,21.16,861.48
2019-02-12T00:00:00Z,8.72,290.9,21.4,861.53
2019-02-12T01:00:00Z,13.55,302.3,21.37,861.4
2019-02-12T02:00:00Z,6.93,296.3,21.88,861.15
2019-02-12T03:00:00Z,9.03,300.7,21.84,861.78
2019-02-12T04:00:00Z,9.42,305.3,22.96,862.39
2019-02-12T05:00:00Z,7.53,302.3,23.56,862.04
2019-02-12T06:00:00Z,8.0,303.6,26.03,863.76
2019-02-12T07:00:00Z,9.07,310.5,26.38,863.76
2019-02-12T08:00:00Z,11.44,302.9,27.88,864.01
2019-02-12T09:00:00Z,10.99,293.4,28.74,864.93
2019-02-12T10:00:00Z,11.26,297.3,28.81,864.73
2019-02-12T11:00:00Z,7.61,286.2,29.98,865.36
2019-02-12T12:00:00Z,6.68,286.8,28.97,864.89
2019-02-12T13:00:00Z,6.14,283.7,28.67,865.0
2019-02-12T14:00:00Z,7.53,285.8,29.33,865.21
2019-02-12T15:00:00Z,11.61,275.6,27.72,864.51
2019-02-12T16:00:00Z,9.07,283.6,26.89,864.05
2019-02-12T17:00:00Z,8.54,287.2,26.34,863.57
2019-02-12T18:00:00Z,9.61,280.0,25.91,863.58
2019-02-12T19:00:00Z,8.03,273.4,24.23,862.65
2019-02-12T20:00:00Z,8.96,266.6,23.12,862.59
2019-02-12T21:00:00Z,8.54,274.4,23.31,861.99
2019-02-12T22:00:00Z,6.3,277.8,21.72,861.34
2019-02-12T23:00:00Z,8.39,274.7,21.35,861.6
2019-02-13T00:00:00Z,6.74,267.7,21.57,861.87
2019-02-13T01:00:00Z,9.29,268.3,21.15,861.49
2019-02-13T02:00:00Z,10.9,278.2,22.21,861.92
2019-02-13T03:00:00Z,12.37,273.2,22.47,861.87
2019-02-13T04:00:00Z,10.55,268.6,23.43,862.8
2019-02-13T05:00:00Z,10.05,262.6,24.56,862.84
2019-02-13T06:00:00Z,10.91,263.2,25.41,863.21
2019-02-13T07:00:00Z,11.1,266.9,26.22,863.63
2019-02-13T08:00:00Z,11.85,262.8,27.57,864.37
2019-02-13T09:00:00Z,15.05,265.8,28.6,865.11
2019-02-13T10:00:00Z,9.6,275.5,28.78,864.31
2019-02-13T11:00:00Z,10.78,293.5,29.7,865.41
2019-02-13T12:00:00Z,9.9,308.3,29.81,865.3
2019-02-13T13:00:00Z,10.31,310.4,29.56,864.87
2019-02-13T14:00:00Z,9.92,315.5,28.55,865.26
2019-02-13T15:00:00Z,11.3,314.6,28.03,864.7
2019-02-13T16:00:00Z,12.75,306.7,27.25,864.17
2019-02-13T17:00:00Z,10.19,321.1,25.67,863.92
2019-02-13T18:00:00Z,10.78,318.6,25.79,863.44
2019-02-13T19:00:00Z,9.29,312.3,25.12,863.27
2019-02-13T20:00:00Z,10.12,298.6,23.27,862.11
2019-02-13T21:00:00Z,7.9,300.8,23.1,862.81
2019-02-13T22:00:00Z,8.84,311.6,21.78,861.63
2019-02-13T23:00:00Z,7.69,318.5,21.28,861.1
2019-02-14T00:00:00Z,6.61,331.3,21.74,861.2
2019-02-14T01:00:00Z,10.33,337.9,21.5,861.55
2019-02-14T02:00:00Z,8.42,356.8,21.99,861.82
2019-02-14T03:00:00Z,9.78,356.3,22.57,861.92
2019-02-14T04:00:00Z,10.61,357.2,23.35,862.57
2019-02-14T05:00:00Z,10.13,350.0,24.24,863.29
2019-02-14T06:00:00Z,10.03,351.1,25.21,863.45
2019-02-14T07:00:00Z,10.84,358.2,27.03,864.36
